385	18	physical_association
409	385	physical_association
505	388	physical_association
505	21	physical_association
4	301	colocalization
4	475	physical_association
4	400	physical_association
4	252	physical_association
4	486	physical_association
259	156	colocalization
383	231	physical_association
383	455	colocalization
498	40	physical_association
385	479	direct_interaction
479	418	direct_interaction
563	479	physical_association
253	479	direct_interaction
43	479	association
479	469	direct_interaction
13	346	physical_association
611	488	physical_association
611	23	physical_association
611	592	physical_association
611	154	direct_interaction
611	454	physical_association
334	113	physical_association
272	55	physical_association
272	293	physical_association
272	432	physical_association
275	390	physical_association
275	101	physical_association
599	33	direct_interaction
386	201	physical_association
581	206	physical_association
459	190	physical_association
257	391	colocalization
257	294	physical_association
257	276	physical_association
257	355	physical_association
257	129	physical_association
570	169	direct_interaction
295	290	direct_interaction
577	295	physical_association
295	508	direct_interaction
295	401	physical_association
410	110	direct_interaction
411	87	colocalization
39	157	direct_interaction
39	148	direct_interaction
39	42	physical_association
39	610	physical_association
39	284	physical_association
39	490	direct_interaction
89	10	physical_association
89	113	physical_association
513	89	physical_association
89	140	physical_association
560	143	direct_interaction
560	127	physical_association
518	98	physical_association
518	345	direct_interaction
518	408	direct_interaction
518	518	direct_interaction
313	533	physical_association
499	493	physical_association
499	298	physical_association
217	217	direct_interaction
266	126	physical_association
266	155	physical_association
266	223	colocalization
266	363	direct_interaction
266	497	direct_interaction
266	254	physical_association
266	332	physical_association
266	221	direct_interaction
266	549	physical_association
384	218	physical_association
384	538	colocalization
384	252	physical_association
384	286	physical_association
384	396	direct_interaction
414	67	physical_association
504	317	colocalization
438	461	direct_interaction
438	76	direct_interaction
46	287	colocalization
46	468	colocalization
159	54	physical_association
194	318	physical_association
194	569	direct_interaction
194	185	physical_association
194	48	association
194	432	physical_association
305	344	physical_association
281	181	physical_association
281	356	direct_interaction
281	281	association
119	128	physical_association
393	164	physical_association
314	61	physical_association
61	31	physical_association
61	485	colocalization
64	537	colocalization
64	171	direct_interaction
64	353	physical_association
64	195	physical_association
64	620	physical_association
64	575	physical_association
64	299	physical_association
11	247	physical_association
11	370	physical_association
11	210	physical_association
439	164	physical_association
439	241	physical_association
271	102	physical_association
163	207	physical_association
163	65	physical_association
265	75	direct_interaction
319	333	physical_association
319	197	direct_interaction
324	103	direct_interaction
72	77	physical_association
72	172	direct_interaction
72	16	physical_association
72	346	physical_association
72	215	physical_association
72	576	physical_association
310	351	colocalization
422	116	physical_association
434	522	physical_association
323	550	physical_association
526	92	physical_association
92	124	physical_association
92	395	physical_association
449	92	physical_association
92	415	physical_association
92	209	physical_association
320	242	physical_association
246	335	physical_association
335	583	colocalization
335	36	colocalization
335	588	physical_association
335	95	colocalization
609	311	physical_association
435	436	physical_association
107	338	direct_interaction
552	587	physical_association
586	131	physical_association
586	500	colocalization
586	117	direct_interaction
586	148	physical_association
586	400	physical_association
586	29	physical_association
586	357	direct_interaction
4	85	physical_association
141	471	physical_association
471	135	suppressive_genetic_interaction_defined_by_inequality
577	471	physical_association
492	492	direct_interaction
462	543	direct_interaction
462	115	physical_association
62	220	physical_association
564	50	physical_association
264	233	physical_association
380	488	physical_association
544	367	physical_association
544	22	physical_association
168	14	physical_association
376	168	direct_interaction
168	466	physical_association
168	364	direct_interaction
49	145	physical_association
77	452	physical_association
77	17	physical_association
77	527	colocalization
77	574	physical_association
77	205	physical_association
77	447	direct_interaction
77	356	direct_interaction
77	161	direct_interaction
77	453	association
77	527	physical_association
77	171	physical_association
77	482	physical_association
77	458	direct_interaction
77	185	direct_interaction
77	9	physical_association
83	619	direct_interaction
237	286	physical_association
406	255	colocalization
68	93	colocalization
382	68	direct_interaction
457	47	physical_association
37	424	physical_association
37	528	colocalization
37	336	physical_association
556	229	physical_association
556	480	direct_interaction
295	556	direct_interaction
556	118	direct_interaction
556	212	physical_association
519	477	physical_association
545	147	colocalization
545	200	colocalization
423	517	colocalization
423	547	physical_association
423	602	direct_interaction
85	423	direct_interaction
432	463	physical_association
432	245	physical_association
432	250	physical_association
432	478	direct_interaction
607	432	additive_genetic_interaction_defined_by_inequality
432	285	physical_association
432	206	physical_association
536	198	physical_association
534	464	colocalization
539	600	physical_association
4	617	physical_association
617	354	physical_association
617	461	physical_association
362	109	physical_association
535	16	physical_association
535	173	physical_association
605	535	physical_association
476	516	physical_association
399	445	physical_association
399	208	physical_association
399	358	physical_association
407	525	colocalization
360	250	physical_association
360	392	colocalization
96	34	direct_interaction
96	450	physical_association
41	30	physical_association
467	450	physical_association
296	236	direct_interaction
296	249	physical_association
296	188	physical_association
296	10	physical_association
296	444	colocalization
296	541	physical_association
296	404	association
296	339	physical_association
296	283	colocalization
304	146	physical_association
304	278	direct_interaction
606	180	physical_association
175	94	colocalization
175	584	direct_interaction
175	239	physical_association
175	601	physical_association
175	321	colocalization
175	548	colocalization
175	470	colocalization
105	105	direct_interaction
1	7	direct_interaction
182	201	physical_association
232	321	colocalization
232	69	colocalization
232	315	colocalization
359	303	physical_association
72	359	colocalization
32	401	physical_association
211	495	physical_association
331	158	physical_association
331	501	colocalization
331	57	direct_interaction
256	429	physical_association
230	425	direct_interaction
428	428	direct_interaction
5	460	direct_interaction
540	502	direct_interaction
517	413	colocalization
517	170	physical_association
517	521	colocalization
74	371	physical_association
38	568	physical_association
25	437	direct_interaction
282	139	physical_association
282	585	physical_association
282	132	direct_interaction
282	184	physical_association
133	578	physical_association
520	365	physical_association
77	222	physical_association
222	312	direct_interaction
15	567	direct_interaction
15	138	physical_association
15	71	physical_association
111	262	direct_interaction
111	78	direct_interaction
111	267	physical_association
314	111	physical_association
111	183	physical_association
214	269	physical_association
614	291	colocalization
186	165	physical_association
162	465	physical_association
162	278	direct_interaction
162	202	direct_interaction
162	461	direct_interaction
225	557	physical_association
387	203	direct_interaction
616	260	physical_association
605	283	physical_association
605	137	physical_association
104	510	direct_interaction
258	322	physical_association
258	3	physical_association
487	580	direct_interaction
51	314	physical_association
204	73	physical_association
2	326	physical_association
2	86	colocalization
2	488	physical_association
2	136	physical_association
106	287	physical_association
473	252	physical_association
473	452	direct_interaction
473	292	direct_interaction
473	491	physical_association
473	417	physical_association
577	189	physical_association
577	483	direct_interaction
577	243	physical_association
577	120	physical_association
577	56	physical_association
577	157	physical_association
577	196	physical_association
577	12	physical_association
577	584	direct_interaction
577	98	physical_association
193	82	colocalization
577	193	physical_association
193	91	direct_interaction
219	604	physical_association
219	300	colocalization
402	442	direct_interaction
125	187	physical_association
125	270	physical_association
451	289	physical_association
451	244	physical_association
451	8	physical_association
451	377	physical_association
559	251	physical_association
473	456	direct_interaction
456	566	direct_interaction
612	562	direct_interaction
216	561	physical_association
216	573	physical_association
176	35	physical_association
591	343	direct_interaction
594	419	physical_association
213	327	colocalization
329	329	association
523	529	physical_association
523	201	physical_association
523	161	physical_association
523	394	physical_association
179	572	direct_interaction
179	53	physical_association
589	494	physical_association
589	328	physical_association
589	192	physical_association
589	86	colocalization
589	97	physical_association
589	440	physical_association
589	302	physical_association
589	166	physical_association
224	70	physical_association
511	178	physical_association
397	503	colocalization
309	546	association
123	108	colocalization
228	426	direct_interaction
530	251	physical_association
530	441	physical_association
20	374	direct_interaction
330	596	physical_association
376	558	direct_interaction
376	234	physical_association
376	177	direct_interaction
376	199	direct_interaction
376	582	physical_association
59	398	physical_association
512	4	direct_interaction
235	506	direct_interaction
337	45	physical_association
337	142	physical_association
431	347	colocalization
431	472	physical_association
431	620	physical_association
431	279	physical_association
431	201	physical_association
431	370	physical_association
431	372	synthetic_genetic_interaction_defined_by_inequality
446	314	physical_association
141	363	direct_interaction
141	432	direct_interaction
402	141	physical_association
141	597	direct_interaction
141	60	direct_interaction
513	206	physical_association
513	287	physical_association
270	191	physical_association
403	603	physical_association
403	308	colocalization
412	412	direct_interaction
99	131	direct_interaction
44	90	physical_association
427	24	physical_association
427	340	physical_association
427	517	physical_association
427	448	physical_association
553	248	physical_association
553	109	physical_association
121	261	colocalization
121	541	colocalization
443	306	physical_association
288	524	physical_association
151	77	physical_association
151	496	physical_association
151	516	physical_association
151	350	colocalization
151	112	physical_association
151	424	physical_association
151	183	physical_association
63	514	physical_association
19	381	direct_interaction
449	136	physical_association
449	150	physical_association
449	598	physical_association
449	81	direct_interaction
449	372	direct_interaction
449	608	colocalization
449	375	direct_interaction
307	153	physical_association
100	507	physical_association
100	509	physical_association
368	316	physical_association
618	342	direct_interaction
618	325	physical_association
571	130	physical_association
280	75	direct_interaction
152	70	physical_association
373	66	physical_association
595	170	physical_association
579	349	physical_association
579	273	physical_association
226	268	direct_interaction
226	420	direct_interaction
226	128	physical_association
246	555	colocalization
246	144	direct_interaction
554	433	direct_interaction
341	26	colocalization
341	565	physical_association
341	379	physical_association
341	206	physical_association
366	352	physical_association
366	201	physical_association
409	23	physical_association
409	361	physical_association
409	209	physical_association
449	409	physical_association
409	378	physical_association
167	474	colocalization
489	416	physical_association
531	24	physical_association
274	263	physical_association
481	590	colocalization
481	240	colocalization
227	297	physical_association
58	28	physical_association
27	149	direct_interaction
430	593	direct_interaction
430	134	direct_interaction
615	114	colocalization
615	52	colocalization
532	277	colocalization
532	174	physical_association
532	88	colocalization
389	424	physical_association
389	198	physical_association
389	542	colocalization
389	6	direct_interaction
421	479	direct_interaction
369	369	association
160	80	direct_interaction
160	613	direct_interaction
160	263	physical_association
160	84	physical_association
621	81	physical_association
238	405	direct_interaction
238	79	direct_interaction
551	551	physical_association
484	515	physical_association
122	348	direct_interaction
122	401	colocalization
